m,country,years,age,survivors
OMN,Oman,2005-2010,30.0,97982.85
OMN,Oman,2005-2010,35.0,97688.83
OMN,Oman,2005-2010,40.0,97312.44
OMN,Oman,2005-2010,45.0,96701.16
OMN,Oman,2005-2010,50.0,95833.46
OMN,Oman,2005-2010,55.0,94128.21
OMN,Oman,2005-2010,60.0,90677.7
OMN,Oman,2005-2010,65.0,85262.44
OMN,Oman,2005-2010,70.0,74774.54
OMN,Oman,2005-2010,75.0,63502.76
OMN,Oman,2005-2010,80.0,48490.97
OMN,Oman,2005-2010,85.0,32893.33
SYR,Syrian Arab Republic,2005-2010,0.0,100000.0
SYR,Syrian Arab Republic,2005-2010,1.0,98664.43
SYR,Syrian Arab Republic,2005-2010,5.0,98411.86
SYR,Syrian Arab Republic,2005-2010,10.0,98252.07
SYR,Syrian Arab Republic,2005-2010,15.0,98129.82
SYR,Syrian Arab Republic,2005-2010,20.0,97953.34
SYR,Syrian Arab Republic,2005-2010,25.0,97723.41
SYR,Syrian Arab Republic,2005-2010,30.0,97430.17
SYR,Syrian Arab Republic,2005-2010,35.0,97077.6
SYR,Syrian Arab Republic,2005-2010,40.0,96601.09
SYR,Syrian Arab Republic,2005-2010,45.0,95906.44
SYR,Syrian Arab Republic,2005-2010,50.0,94805.09
SYR,Syrian Arab Republic,2005-2010,55.0,93130.93
SYR,Syrian Arab Republic,2005-2010,60.0,90544.85
SYR,Syrian Arab Republic,2005-2010,65.0,86499.52
SYR,Syrian Arab Republic,2005-2010,70.0,79774.18
SYR,Syrian Arab Republic,2005-2010,75.0,68961.34
SYR,Syrian Arab Republic,2005-2010,80.0,53086.88
SYR,Syrian Arab Republic,2005-2010,85.0,33088.13
PRY,Paraguay,2005-2010,0.0,100000.0
PRY,Paraguay,2005-2010,1.0,97283.0
PRY,Paraguay,2005-2010,5.0,96735.0
PRY,Paraguay,2005-2010,10.0,96441.0
PRY,Paraguay,2005-2010,15.0,96216.0
PRY,Paraguay,2005-2010,20.0,95773.0
PRY,Paraguay,2005-2010,25.0,95147.0
PRY,Paraguay,2005-2010,30.0,94386.0
PRY,Paraguay,2005-2010,35.0,93517.0
PRY,Paraguay,2005-2010,40.0,92461.0
PRY,Paraguay,2005-2010,45.0,91190.0
PRY,Paraguay,2005-2010,50.0,89428.0
PRY,Paraguay,2005-2010,55.0,86788.0
PRY,Paraguay,2005-2010,60.0,83114.0
PRY,Paraguay,2005-2010,65.0,78077.0
PRY,Paraguay,2005-2010,70.0,71029.0
PRY,Paraguay,2005-2010,75.0,62280.0
PRY,Paraguay,2005-2010,80.0,50821.0
PRY,Paraguay,2005-2010,85.0,33401.13
GTM,Guatemala,2005-2010,0.0,100000.0
GTM,Guatemala,2005-2010,1.0,97500.0
GTM,Guatemala,2005-2010,5.0,96609.0
GTM,Guatemala,2005-2010,10.0,96274.0
GTM,Guatemala,2005-2010,15.0,96011.0
GTM,Guatemala,2005-2010,20.0,95496.0
GTM,Guatemala,2005-2010,25.0,94848.0
GTM,Guatemala,2005-2010,30.0,94066.0
GTM,Guatemala,2005-2010,35.0,93081.0
GTM,Guatemala,2005-2010,40.0,91875.0
GTM,Guatemala,2005-2010,45.0,90326.0
GTM,Guatemala,2005-2010,50.0,88391.0
GTM,Guatemala,2005-2010,55.0,85963.0
GTM,Guatemala,2005-2010,60.0,82749.0
GTM,Guatemala,2005-2010,65.0,78213.0
GTM,Guatemala,2005-2010,70.0,71826.0
GTM,Guatemala,2005-2010,75.0,62812.0
GTM,Guatemala,2005-2010,80.0,50618.0
GTM,Guatemala,2005-2010,85.0,33431.93
LVA,Latvia,2005-2010,0.0,100000.0
LVA,Latvia,2005-2010,1.0,99258.23
LVA,Latvia,2005-2010,5.0,99140.19
LVA,Latvia,2005-2010,10.0,99041.73
LVA,Latvia,2005-2010,15.0,98942.79
LVA,Latvia,2005-2010,20.0,98766.15
LVA,Latvia,2005-2010,25.0,98546.88
LVA,Latvia,2005-2010,30.0,98239.73
LVA,Latvia,2005-2010,35.0,97809.83
LVA,Latvia,2005-2010,40.0,97036.28
LVA,Latvia,2005-2010,45.0,95922.45
LVA,Latvia,2005-2010,50.0,94182.68
LVA,Latvia,2005-2010,55.0,91565.26
LVA,Latvia,2005-2010,60.0,87907.75
LVA,Latvia,2005-2010,65.0,82996.19
LVA,Latvia,2005-2010,70.0,76588.71
LVA,Latvia,2005-2010,75.0,66710.36
LVA,Latvia,2005-2010,80.0,52546.56
LVA,Latvia,2005-2010,85.0,33440.69
SYC,Seychelles,2005-2010,0.0,100000.0
SYC,Seychelles,2005-2010,1.0,99256.51
SYC,Seychelles,2005-2010,5.0,99068.58
SYC,Seychelles,2005-2010,10.0,98973.73
SYC,Seychelles,2005-2010,15.0,98874.17
SYC,Seychelles,2005-2010,20.0,98703.24
SYC,Seychelles,2005-2010,25.0,98443.43
SYC,Seychelles,2005-2010,30.0,98153.03
SYC,Seychelles,2005-2010,35.0,97753.63
SYC,Seychelles,2005-2010,40.0,97050.55
SYC,Seychelles,2005-2010,45.0,95928.23
SYC,Seychelles,2005-2010,50.0,94269.15
SYC,Seychelles,2005-2010,55.0,92023.6
SYC,Seychelles,2005-2010,60.0,89023.0
SYC,Seychelles,2005-2010,65.0,84592.51
SYC,Seychelles,2005-2010,70.0,77697.5
SYC,Seychelles,2005-2010,75.0,66967.73
SYC,Seychelles,2005-2010,80.0,51832.51
SYC,Seychelles,2005-2010,85.0,33565.18
BIH,Bosnia and Herzegovina,2005-2010,0.0,100000.0
BIH,Bosnia and Herzegovina,2005-2010,1.0,99170.0
BIH,Bosnia and Herzegovina,2005-2010,5.0,99022.24
BIH,Bosnia and Herzegovina,2005-2010,10.0,98927.18
BIH,Bosnia and Herzegovina,2005-2010,15.0,98842.1
BIH,Bosnia and Herzegovina,2005-2010,20.0,98718.55
BIH,Bosnia and Herzegovina,2005-2010,25.0,98554.67
BIH,Bosnia and Herzegovina,2005-2010,30.0,98360.52
BIH,Bosnia and Herzegovina,2005-2010,35.0,98111.67
BIH,Bosnia and Herzegovina,2005-2010,40.0,97742.77
BIH,Bosnia and Herzegovina,2005-2010,45.0,97141.65
BIH,Bosnia and Herzegovina,2005-2010,50.0,96131.38
BIH,Bosnia and Herzegovina,2005-2010,55.0,94449.08
BIH,Bosnia and Herzegovina,2005-2010,60.0,91694.0
BIH,Bosnia and Herzegovina,2005-2010,65.0,87193.66
BIH,Bosnia and Herzegovina,2005-2010,70.0,79861.54
BIH,Bosnia and Herzegovina,2005-2010,75.0,68487.66
BIH,Bosnia and Herzegovina,2005-2010,80.0,52612.91
BIH,Bosnia and Herzegovina,2005-2010,85.0,33709.62
JAM,Jamaica,2005-2010,0.0,100000.0
JAM,Jamaica,2005-2010,1.0,97694.0
JAM,Jamaica,2005-2010,5.0,97266.58
JAM,Jamaica,2005-2010,10.0,97024.23
JAM,Jamaica,2005-2010,15.0,96852.46
JAM,Jamaica,2005-2010,20.0,96592.34
JAM,Jamaica,2005-2010,25.0,96086.8
JAM,Jamaica,2005-2010,30.0,95241.69
JAM,Jamaica,2005-2010,35.0,94117.34
JAM,Jamaica,2005-2010,40.0,92834.39
JAM,Jamaica,2005-2010,45.0,91424.56
JAM,Jamaica,2005-2010,50.0,89770.35
JAM,Jamaica,2005-2010,55.0,87691.27
JAM,Jamaica,2005-2010,60.0,84811.51
JAM,Jamaica,2005-2010,65.0,80369.88
JAM,Jamaica,2005-2010,70.0,73530.89
JAM,Jamaica,2005-2010,75.0,63570.47
JAM,Jamaica,2005-2010,80.0,50189.83
JAM,Jamaica,2005-2010,85.0,34349.13
SVK,Slovak Republic,2005-2010,0.0,100000.0
SVK,Slovak Republic,2005-2010,1.0,99459.22
SVK,Slovak Republic,2005-2010,5.0,99335.01
SVK,Slovak Republic,2005-2010,10.0,99259.07
SVK,Slovak Republic,2005-2010,15.0,99190.92
SVK,Slovak Republic,2005-2010,20.0,99075.41
SVK,Slovak Republic,2005-2010,25.0,98957.95
SVK,Slovak Republic,2005-2010,30.0,98814.9
SVK,Slovak Republic,2005-2010,35.0,98594.44
SVK,Slovak Republic,2005-2010,40.0,98212.77
SVK,Slovak Republic,2005-2010,45.0,97508.15
SVK,Slovak Republic,2005-2010,50.0,96336.42
SVK,Slovak Republic,2005-2010,55.0,94517.16
SVK,Slovak Republic,2005-2010,60.0,91686.27
SVK,Slovak Republic,2005-2010,65.0,87556.41
SVK,Slovak Republic,2005-2010,70.0,81202.25
SVK,Slovak Republic,2005-2010,75.0,70957.41
SVK,Slovak Republic,2005-2010,80.0,55396.37
SVK,Slovak Republic,2005-2010,85.0,34697.58
QAT,Qatar,2005-2010,0.0,100000.0
QAT,Qatar,2005-2010,1.0,99261.69
QAT,Qatar,2005-2010,5.0,99099.47
QAT,Qatar,2005-2010,10.0,99009.82
QAT,Qatar,2005-2010,15.0,98910.37
QAT,Qatar,2005-2010,20.0,98788.78
QAT,Qatar,2005-2010,25.0,98674.25
QAT,Qatar,2005-2010,30.0,98560.35
QAT,Qatar,2005-2010,35.0,98408.19
QAT,Qatar,2005-2010,40.0,98232.18
QAT,Qatar,2005-2010,45.0,97896.25
QAT,Qatar,2005-2010,50.0,97302.68
QAT,Qatar,2005-2010,55.0,96256.78
QAT,Qatar,2005-2010,60.0,93769.75
QAT,Qatar,2005-2010,65.0,87644.64
QAT,Qatar,2005-2010,70.0,79024.12
QAT,Qatar,2005-2010,75.0,67072.03
QAT,Qatar,2005-2010,80.0,51826.74
QAT,Qatar,2005-2010,85.0,34704.62
HUN,Hungary,2005-2010,0.0,100000.0
HUN,Hungary,2005-2010,1.0,99489.26
HUN,Hungary,2005-2010,5.0,99392.88
HUN,Hungary,2005-2010,10.0,99339.63
HUN,Hungary,2005-2010,15.0,99270.99
HUN,Hungary,2005-2010,20.0,99156.06
HUN,Hungary,2005-2010,25.0,99034.82
HUN,Hungary,2005-2010,30.0,98880.38
HUN,Hungary,2005-2010,35.0,98631.01
HUN,Hungary,2005-2010,40.0,98153.35
HUN,Hungary,2005-2010,45.0,97202.32
HUN,Hungary,2005-2010,50.0,95444.8
HUN,Hungary,2005-2010,55.0,92776.51
HUN,Hungary,2005-2010,60.0,89239.97
HUN,Hungary,2005-2010,65.0,84442.46
HUN,Hungary,2005-2010,70.0,77825.37
HUN,Hungary,2005-2010,75.0,68158.04
HUN,Hungary,2005-2010,80.0,53865.09
HUN,Hungary,2005-2010,85.0,35045.71
ARM,Armenia,2005-2010,0.0,100000.0
ARM,Armenia,2005-2010,1.0,98080.5
ARM,Armenia,2005-2010,5.0,97831.9
ARM,Armenia,2005-2010,10.0,97700.28
ARM,Armenia,2005-2010,15.0,97646.48
ARM,Armenia,2005-2010,20.0,97548.16
ARM,Armenia,2005-2010,25.0,97388.82
ARM,Armenia,2005-2010,30.0,97141.62
ARM,Armenia,2005-2010,35.0,96793.72
ARM,Armenia,2005-2010,40.0,96290.47
ARM,Armenia,2005-2010,45.0,95530.58
ARM,Armenia,2005-2010,50.0,94417.96
ARM,Armenia,2005-2010,55.0,92677.9
ARM,Armenia,2005-2010,60.0,89709.94
ARM,Armenia,2005-2010,65.0,84980.41
ARM,Armenia,2005-2010,70.0,77548.9
ARM,Armenia,2005-2010,75.0,66798.56
ARM,Armenia,2005-2010,80.0,52291.82
ARM,Armenia,2005-2010,85.0,35177.92
VEN,"Venezuela, RB",2005-2010,0.0,100000.0
VEN,"Venezuela, RB",2005-2010,1.0,98520.0
VEN,"Venezuela, RB",2005-2010,5.0,98084.54
VEN,"Venezuela, RB",2005-2010,10.0,97935.45
VEN,"Venezuela, RB",2005-2010,15.0,97796.39
VEN,"Venezuela, RB",2005-2010,20.0,97536.25
VEN,"Venezuela, RB",2005-2010,25.0,97231.93
VEN,"Venezuela, RB",2005-2010,30.0,96874.12
VEN,"Venezuela, RB",2005-2010,35.0,96419.78
VEN,"Venezuela, RB",2005-2010,40.0,95766.05
VEN,"Venezuela, RB",2005-2010,45.0,94811.27
VEN,"Venezuela, RB",2005-2010,50.0,93432.71
VEN,"Venezuela, RB",2005-2010,55.0,91309.92
VEN,"Venezuela, RB",2005-2010,60.0,88152.42
VEN,"Venezuela, RB",2005-2010,65.0,83492.69
VEN,"Venezuela, RB",2005-2010,70.0,76635.43
VEN,"Venezuela, RB",2005-2010,75.0,66823.8
VEN,"Venezuela, RB",2005-2010,80.0,53336.08
VEN,"Venezuela, RB",2005-2010,85.0,35235.18
THA,Thailand,2005-2010,0.0,100000.0
THA,Thailand,2005-2010,1.0,98924.91
THA,Thailand,2005-2010,5.0,98777.85
THA,Thailand,2005-2010,10.0,98563.24
THA,Thailand,2005-2010,15.0,98339.76
THA,Thailand,2005-2010,20.0,98049.08
THA,Thailand,2005-2010,25.0,97685.47
THA,Thailand,2005-2010,30.0,97097.6
THA,Thailand,2005-2010,35.0,96323.8
THA,Thailand,2005-2010,40.0,95403.83
THA,Thailand,2005-2010,45.0,94231.09
THA,Thailand,2005-2010,50.0,92668.35
THA,Thailand,2005-2010,55.0,90373.42
THA,Thailand,2005-2010,60.0,86972.37
THA,Thailand,2005-2010,65.0,82555.68
THA,Thailand,2005-2010,70.0,75946.91
THA,Thailand,2005-2010,75.0,65904.72
THA,Thailand,2005-2010,80.0,52672.56
THA,Thailand,2005-2010,85.0,35333.55
LTU,Lithuania,2005-2010,0.0,100000.0
LTU,Lithuania,2005-2010,1.0,99453.53
LTU,Lithuania,2005-2010,5.0,99336.0
LTU,Lithuania,2005-2010,10.0,99249.59
LTU,Lithuania,2005-2010,15.0,99146.9
LTU,Lithuania,2005-2010,20.0,98963.02
LTU,Lithuania,2005-2010,25.0,98758.24
LTU,Lithuania,2005-2010,30.0,98445.31
LTU,Lithuania,2005-2010,35.0,97966.94
LTU,Lithuania,2005-2010,40.0,97220.9
LTU,Lithuania,2005-2010,45.0,96092.3
LTU,Lithuania,2005-2010,50.0,94404.6
LTU,Lithuania,2005-2010,55.0,91891.84
LTU,Lithuania,2005-2010,60.0,88283.58
LTU,Lithuania,2005-2010,65.0,83614.66
LTU,Lithuania,2005-2010,70.0,77558.67
LTU,Lithuania,2005-2010,75.0,68585.04
LTU,Lithuania,2005-2010,80.0,54973.52
LTU,Lithuania,2005-2010,85.0,35502.26
COL,Colombia,2005-2010,0.0,100000.0
COL,Colombia,2005-2010,1.0,98390.0
COL,Colombia,2005-2010,5.0,97720.0
COL,Colombia,2005-2010,10.0,97548.0
COL,Colombia,2005-2010,15.0,97405.0
COL,Colombia,2005-2010,20.0,97149.0
COL,Colombia,2005-2010,25.0,96800.0
COL,Colombia,2005-2010,30.0,96403.0
COL,Colombia,2005-2010,35.0,95929.0
COL,Colombia,2005-2010,40.0,95291.0
COL,Colombia,2005-2010,45.0,94407.0
COL,Colombia,2005-2010,50.0,93103.0
COL,Colombia,2005-2010,55.0,91079.0
COL,Colombia,2005-2010,60.0,87883.0
COL,Colombia,2005-2010,65.0,83276.0
COL,Colombia,2005-2010,70.0,76270.0
COL,Colombia,2005-2010,75.0,66348.0
COL,Colombia,2005-2010,80.0,53033.0
COL,Colombia,2005-2010,85.0,35558.14
DOM,Dominican Republic,2005-2010,0.0,100000.0
DOM,Dominican Republic,2005-2010,1.0,97473.0
DOM,Dominican Republic,2005-2010,5.0,97184.0
DOM,Dominican Republic,2005-2010,10.0,97004.0
DOM,Dominican Republic,2005-2010,15.0,96843.0
DOM,Dominican Republic,2005-2010,20.0,96524.0
DOM,Dominican Republic,2005-2010,25.0,96039.0
DOM,Dominican Republic,2005-2010,30.0,95326.0
DOM,Dominican Republic,2005-2010,35.0,94432.0
DOM,Dominican Republic,2005-2010,40.0,93394.0
DOM,Dominican Republic,2005-2010,45.0,92024.0
DOM,Dominican Republic,2005-2010,50.0,90156.0
DOM,Dominican Republic,2005-2010,55.0,87649.0
DOM,Dominican Republic,2005-2010,60.0,84189.0
DOM,Dominican Republic,2005-2010,65.0,79033.0
DOM,Dominican Republic,2005-2010,70.0,71846.0
DOM,Dominican Republic,2005-2010,75.0,61862.0
DOM,Dominican Republic,2005-2010,80.0,49415.0
DOM,Dominican Republic,2005-2010,85.0,35681.44
PER,Peru,2005-2010,0.0,100000.0
PER,Peru,2005-2010,1.0,98225.0
PER,Peru,2005-2010,5.0,97235.0
PER,Peru,2005-2010,10.0,96916.0
PER,Peru,2005-2010,15.0,96712.0
PER,Peru,2005-2010,20.0,96418.0
PER,Peru,2005-2010,25.0,96021.0
PER,Peru,2005-2010,30.0,95537.0
PER,Peru,2005-2010,35.0,94938.0
PER,Peru,2005-2010,40.0,94148.0
PER,Peru,2005-2010,45.0,93078.0
PER,Peru,2005-2010,50.0,91582.0
PER,Peru,2005-2010,55.0,89499.0
PER,Peru,2005-2010,60.0,86473.0
PER,Peru,2005-2010,65.0,82028.0
PER,Peru,2005-2010,70.0,75343.0
PER,Peru,2005-2010,75.0,65711.0
PER,Peru,2005-2010,80.0,53115.0
PER,Peru,2005-2010,85.0,35719.4
TUR,Turkey,2005-2010,0.0,100000.0
TUR,Turkey,2005-2010,1.0,98669.7
TUR,Turkey,2005-2010,5.0,98019.3
TUR,Turkey,2005-2010,10.0,97570.29
TUR,Turkey,2005-2010,15.0,97192.57
TUR,Turkey,2005-2010,20.0,96844.88
TUR,Turkey,2005-2010,25.0,96457.54
TUR,Turkey,2005-2010,30.0,95978.39
TUR,Turkey,2005-2010,35.0,95422.68
TUR,Turkey,2005-2010,40.0,94763.77
TUR,Turkey,2005-2010,45.0,93953.98
TUR,Turkey,2005-2010,50.0,92882.87
TUR,Turkey,2005-2010,55.0,91372.76
TUR,Turkey,2005-2010,60.0,89141.13
TUR,Turkey,2005-2010,65.0,85733.5
TUR,Turkey,2005-2010,70.0,80293.94
TUR,Turkey,2005-2010,75.0,70963.13
TUR,Turkey,2005-2010,80.0,55955.53
TUR,Turkey,2005-2010,85.0,35784.45
SLV,El Salvador,2005-2010,0.0,100000.0
SLV,El Salvador,2005-2010,1.0,98190.0
SLV,El Salvador,2005-2010,5.0,97742.0
SLV,El Salvador,2005-2010,10.0,97570.0
SLV,El Salvador,2005-2010,15.0,97387.0
SLV,El Salvador,2005-2010,20.0,96952.0
SLV,El Salvador,2005-2010,25.0,96416.0
SLV,El Salvador,2005-2010,30.0,95791.0
SLV,El Salvador,2005-2010,35.0,95064.0
SLV,El Salvador,2005-2010,40.0,94117.0
SLV,El Salvador,2005-2010,45.0,92846.0
SLV,El Salvador,2005-2010,50.0,91028.0
SLV,El Salvador,2005-2010,55.0,88543.0
SLV,El Salvador,2005-2010,60.0,85051.0
SLV,El Salvador,2005-2010,65.0,80233.0
SLV,El Salvador,2005-2010,70.0,73078.0
SLV,El Salvador,2005-2010,75.0,63439.0
SLV,El Salvador,2005-2010,80.0,50647.0
SLV,El Salvador,2005-2010,85.0,35864.62
LCA,St. Lucia,2005-2010,0.0,100000.0
LCA,St. Lucia,2005-2010,1.0,98976.5
LCA,St. Lucia,2005-2010,5.0,98632.03
LCA,St. Lucia,2005-2010,10.0,98450.24
LCA,St. Lucia,2005-2010,15.0,98234.51
LCA,St. Lucia,2005-2010,20.0,97829.92
LCA,St. Lucia,2005-2010,25.0,97321.91
LCA,St. Lucia,2005-2010,30.0,96750.91
LCA,St. Lucia,2005-2010,35.0,96048.61
LCA,St. Lucia,2005-2010,40.0,95163.25
LCA,St. Lucia,2005-2010,45.0,93905.64
LCA,St. Lucia,2005-2010,50.0,92041.98
LCA,St. Lucia,2005-2010,55.0,89640.71
LCA,St. Lucia,2005-2010,60.0,86360.07
LCA,St. Lucia,2005-2010,65.0,81236.22
LCA,St. Lucia,2005-2010,70.0,73664.81
LCA,St. Lucia,2005-2010,75.0,63398.2
LCA,St. Lucia,2005-2010,80.0,50588.03
LCA,St. Lucia,2005-2010,85.0,36123.12
NCL,New Caledonia,2005-2010,0.0,100000.0
NCL,New Caledonia,2005-2010,1.0,98811.53
NCL,New Caledonia,2005-2010,5.0,98583.19
NCL,New Caledonia,2005-2010,10.0,98471.68
NCL,New Caledonia,2005-2010,15.0,98381.51
NCL,New Caledonia,2005-2010,20.0,98231.62
NCL,New Caledonia,2005-2010,25.0,98018.14
NCL,New Caledonia,2005-2010,30.0,97755.62
NCL,New Caledonia,2005-2010,35.0,97430.14
NCL,New Caledonia,2005-2010,40.0,96992.14
NCL,New Caledonia,2005-2010,45.0,96355.69
NCL,New Caledonia,2005-2010,50.0,95348.75
NCL,New Caledonia,2005-2010,55.0,93818.12
NCL,New Caledonia,2005-2010,60.0,91461.6
NCL,New Caledonia,2005-2010,65.0,87779.25
NCL,New Caledonia,2005-2010,70.0,81532.73
NCL,New Caledonia,2005-2010,75.0,71336.02
NCL,New Caledonia,2005-2010,80.0,56040.98
NCL,New Caledonia,2005-2010,85.0,36208.74
BRA,Brazil,2005-2010,0.0,100000.0
BRA,Brazil,2005-2010,1.0,98000.0
BRA,Brazil,2005-2010,5.0,97493.0
BRA,Brazil,2005-2010,10.0,97344.0
BRA,Brazil,2005-2010,15.0,97192.0
BRA,Brazil,2005-2010,20.0,96930.0
BRA,Brazil,2005-2010,25.0,96584.0
BRA,Brazil,2005-2010,30.0,96129.0
BRA,Brazil,2005-2010,35.0,95511.0
BRA,Brazil,2005-2010,40.0,94658.0
BRA,Brazil,2005-2010,45.0,93390.0
BRA,Brazil,2005-2010,50.0,91562.0
BRA,Brazil,2005-2010,55.0,88981.0
BRA,Brazil,2005-2010,60.0,85330.0
BRA,Brazil,2005-2010,65.0,80153.0
BRA,Brazil,2005-2010,70.0,73071.0
BRA,Brazil,2005-2010,75.0,63391.0
BRA,Brazil,2005-2010,80.0,50877.0
BRA,Brazil,2005-2010,85.0,36237.77
BLZ,Belize,2005-2010,0.0,100000.0
BLZ,Belize,2005-2010,1.0,98551.27
BLZ,Belize,2005-2010,5.0,98294.66
BLZ,Belize,2005-2010,10.0,98170.7
BLZ,Belize,2005-2010,15.0,98124.29
BLZ,Belize,2005-2010,20.0,97622.9
BLZ,Belize,2005-2010,25.0,96426.7
BLZ,Belize,2005-2010,30.0,95286.36
BLZ,Belize,2005-2010,35.0,94095.91
BLZ,Belize,2005-2010,40.0,92819.53
BLZ,Belize,2005-2010,45.0,91382.51
BLZ,Belize,2005-2010,50.0,89668.66
BLZ,Belize,2005-2010,55.0,87500.03
BLZ,Belize,2005-2010,60.0,84577.85
BLZ,Belize,2005-2010,65.0,80408.77
BLZ,Belize,2005-2010,70.0,74470.69
BLZ,Belize,2005-2010,75.0,65671.74
BLZ,Belize,2005-2010,80.0,52847.65
BLZ,Belize,2005-2010,85.0,36496.54
ATG,Antigua and Barbuda,2005-2010,0.0,100000.0
ATG,Antigua and Barbuda,2005-2010,1.0,99331.56
ATG,Antigua and Barbuda,2005-2010,5.0,99136.45
ATG,Antigua and Barbuda,2005-2010,10.0,99035.83
ATG,Antigua and Barbuda,2005-2010,15.0,98930.24
ATG,Antigua and Barbuda,2005-2010,20.0,98711.78
ATG,Antigua and Barbuda,2005-2010,25.0,98370.43
ATG,Antigua and Barbuda,2005-2010,30.0,97970.43
ATG,Antigua and Barbuda,2005-2010,35.0,97457.83
ATG,Antigua and Barbuda,2005-2010,40.0,96631.18
ATG,Antigua and Barbuda,2005-2010,45.0,95300.9
ATG,Antigua and Barbuda,2005-2010,50.0,93346.2
ATG,Antigua and Barbuda,2005-2010,55.0,90677.21
ATG,Antigua and Barbuda,2005-2010,60.0,87200.99
ATG,Antigua and Barbuda,2005-2010,65.0,82990.97
ATG,Antigua and Barbuda,2005-2010,70.0,77131.22
ATG,Antigua and Barbuda,2005-2010,75.0,68034.94
ATG,Antigua and Barbuda,2005-2010,80.0,54335.57
ATG,Antigua and Barbuda,2005-2010,85.0,36557.04
NIC,Nicaragua,2005-2010,0.0,100000.0
NIC,Nicaragua,2005-2010,1.0,98148.0
NIC,Nicaragua,2005-2010,5.0,97733.0
NIC,Nicaragua,2005-2010,10.0,97501.0
NIC,Nicaragua,2005-2010,15.0,97274.0
NIC,Nicaragua,2005-2010,20.0,96851.0
NIC,Nicaragua,2005-2010,25.0,96411.0
NIC,Nicaragua,2005-2010,30.0,95889.0
NIC,Nicaragua,2005-2010,35.0,95262.0
NIC,Nicaragua,2005-2010,40.0,94376.0
NIC,Nicaragua,2005-2010,45.0,93151.0
NIC,Nicaragua,2005-2010,50.0,91484.0
NIC,Nicaragua,2005-2010,55.0,89012.0
NIC,Nicaragua,2005-2010,60.0,85460.0
NIC,Nicaragua,2005-2010,65.0,80254.0
NIC,Nicaragua,2005-2010,70.0,73096.0
NIC,Nicaragua,2005-2010,75.0,63687.0
NIC,Nicaragua,2005-2010,80.0,51835.0
NIC,Nicaragua,2005-2010,85.0,36583.9
HND,Honduras,2005-2010,0.0,100000.0
HND,Honduras,2005-2010,1.0,97640.0
HND,Honduras,2005-2010,5.0,96466.0
HND,Honduras,2005-2010,10.0,96055.0
HND,Honduras,2005-2010,15.0,95746.0
HND,Honduras,2005-2010,20.0,95285.0
HND,Honduras,2005-2010,25.0,94675.0
HND,Honduras,2005-2010,30.0,93916.0
HND,Honduras,2005-2010,35.0,92969.0
HND,Honduras,2005-2010,40.0,91773.0
HND,Honduras,2005-2010,45.0,90326.0
HND,Honduras,2005-2010,50.0,88568.0
HND,Honduras,2005-2010,55.0,86322.0
HND,Honduras,2005-2010,60.0,83211.0
HND,Honduras,2005-2010,65.0,78936.0
HND,Honduras,2005-2010,70.0,72837.0
HND,Honduras,2005-2010,75.0,64486.0
HND,Honduras,2005-2010,80.0,53480.0
HND,Honduras,2005-2010,85.0,36938.92
HRV,Croatia,2005-2010,0.0,100000.0
HRV,Croatia,2005-2010,1.0,99455.06
HRV,Croatia,2005-2010,5.0,99352.84
HRV,Croatia,2005-2010,10.0,99302.17
HRV,Croatia,2005-2010,15.0,99246.56
HRV,Croatia,2005-2010,20.0,99140.37
HRV,Croatia,2005-2010,25.0,98995.63
HRV,Croatia,2005-2010,30.0,98838.22
HRV,Croatia,2005-2010,35.0,98624.73
HRV,Croatia,2005-2010,40.0,98288.42
HRV,Croatia,2005-2010,45.0,97722.28
HRV,Croatia,2005-2010,50.0,96795.87
HRV,Croatia,2005-2010,55.0,95322.64
HRV,Croatia,2005-2010,60.0,93048.24
HRV,Croatia,2005-2010,65.0,89456.58
HRV,Croatia,2005-2010,70.0,83347.59
HRV,Croatia,2005-2010,75.0,73032.49
HRV,Croatia,2005-2010,80.0,57443.71
HRV,Croatia,2005-2010,85.0,37445.25
BRN,Brunei Darussalam,2005-2010,0.0,100000.0
BRN,Brunei Darussalam,2005-2010,1.0,99550.63
BRN,Brunei Darussalam,2005-2010,5.0,99472.03
BRN,Brunei Darussalam,2005-2010,10.0,99381.11
BRN,Brunei Darussalam,2005-2010,15.0,99312.12
BRN,Brunei Darussalam,2005-2010,20.0,99188.98
BRN,Brunei Darussalam,2005-2010,25.0,99011.89
BRN,Brunei Darussalam,2005-2010,30.0,98791.76
BRN,Brunei Darussalam,2005-2010,35.0,98515.0
BRN,Brunei Darussalam,2005-2010,40.0,98133.78
BRN,Brunei Darussalam,2005-2010,45.0,97563.11
BRN,Brunei Darussalam,2005-2010,50.0,96631.38
BRN,Brunei Darussalam,2005-2010,55.0,95194.74
BRN,Brunei Darussalam,2005-2010,60.0,92950.15
BRN,Brunei Darussalam,2005-2010,65.0,89409.92
BRN,Brunei Darussalam,2005-2010,70.0,83304.03
BRN,Brunei Darussalam,2005-2010,75.0,73203.76
BRN,Brunei Darussalam,2005-2010,80.0,57832.56
BRN,Brunei Darussalam,2005-2010,85.0,37525.32
KHM,Cambodia,2005-2010,0.0,100000.0
KHM,Cambodia,2005-2010,1.0,95249.22
KHM,Cambodia,2005-2010,5.0,94326.47
KHM,Cambodia,2005-2010,10.0,93407.51
KHM,Cambodia,2005-2010,15.0,92627.56
